Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_warning_reachMaximum_cor,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_slope1,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_startDeclinePoint_cor
239,WT,2000,SCV099,24,8.91094002872705e-18,3.78169822088651e-15,3.77278728085779e-15,239,3.78169822088651e-15,0.4,FALSE,3.77278728085779e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,WT,2000,SCV099,24,1.94369396194816e-19,3.39879510997988e-15,3.39860074058369e-15,240,3.39879510997988e-15,0.4,FALSE,3.39860074058369e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,WT,2000,SCV099,24,2.26428280584514e-18,0.28253383,0.28253383,241,0.28253383,0.4,FALSE,0.28253383,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,WT,2000,SCV099,24,8.04585688514635e-17,1.984486259,1.984486259,242,1.984486259,0.4,TRUE,1.984486259,0.1,TRUE,1c_8_9,double_sigmoidal,0.653547937726604,0.0289574815455759,22.5692257352557,2.27879450278892e-24,40.8465408552702,21.520432133722,1.89803534619849,0.0649242684738223,0.214475514699785,0.0146388364066127,14.6511313291883,1.13639150587565e-17,1.13668515918117,17.0969457208704,-26.1938914417407,-19.1490909789665,TRUE,1.08313962751999,84.6251926244795,0.502335550975986,1,TRUE,1.29695690201623,1.70193920230292,5.14741235279484,242,5,20,23,NA,1.29695690201623,5.14741235279484,0.648478451008117,0.551835448809695,2.35026021763147,3.97228224397911,0,6.32254246161058,1.29695690201623,0.567765469895996,0.0202145143999821,28.0870199828544,1.48970034810696e-26,0.838706267206785,0.0159566833640335,52.5614407501019,2.27929054472427e-36,26.9179974230916,3.23401520338428,8.32339854027984,5.30296090473283e-10,0.237575262000081,0.00505678099371636,46.9815209112864,1.36519571890014e-34,180,167.490072327423,1.07469056224491,0.289471897083819,0.424849416952509,0.00759944626343319,55.905312337925,2.39188355398052e-37,0.117988688513816,65.8005257216312,-117.601051443262,-105.272650633407,TRUE,0.611093127867207,0.554001729749143,150.484325477283,0.226247453375254,89.2798209703877,0.481143428152427,1,TRUE,0.567765469895996,1.66440106260905,1.12158322596215,5.70180628800194,7.5,10.1963860068602,242,4,20,45,14.3516058258892,1.66440106260905,5.70167841822686,0.832199409723081,15.8982097136131,1.30469318596249,0.466723914856656,-1.34897275796223,0.944989451407621,3.56613623092408,3.91861030276482,0,7.4847465336889,NA,1.66440106260905,0.533303290933891,15.6315580681462,1.66440106260905,16.1648613590801,0.944989451407621,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-26.1938914417407,TRUE,-117.601051443262,TRUE,14.3516058258892,24,TRUE,0.999999999999989,0.85,TRUE,0.567765469895996,0.75,TRUE,3.97228224397911,TRUE,3.91861030276482,TRUE,0.000203322132156837,0.05,TRUE,0.00277478225944238,TRUE,14.3516058258892,1.66440106260905,5.70167841822686,0.832199409723081,0.466723914856656,3.56613623092408,3.91861030276482,0,7.4847465336889,1.66440106260905,15.8982097136131,1.30469318596249,-1.34897275796223,0.944989451407621,0.533303290933891,15.6315580681462,1.66440106260905,16.1648613590801,0.944989451407621,NA
243,WT,2000,SCV099,24,1.21506453258917e-17,1.652294524,1.652294524,243,1.652294524,0.4,TRUE,1.652294524,0.1,TRUE,1c_3a_8,double_sigmoidal,0.444344798101232,0.0694146402347613,6.40131241188389,1.2897486498706e-07,77.8287444246376,179.781123006041,0.432908322761019,0.667406763791397,0.363954251732309,0.0341894797985936,10.645211739878,3.0864216649518e-13,5.54587976568059,-16.9792426914761,41.9584853829522,49.0032858457264,TRUE,0.905569664575159,11.2283256294858,0.573885914846323,1,TRUE,0.734188476670551,3.24286435102657,8.73490204157542,243,3,20,24,NA,0.734188476670551,8.73490204157542,0.367094238335275,0.595218409482357,1.23347743445814,8.11816332434635,0,9.35164075880449,0.734188476670551,0,0.0157252243876175,0,1,0.906001396782378,0.0160703203685877,56.3773077326647,1.75861596307101e-37,42.8050733661917,5.22949791639795,8.18531225186445,7.96333512280424e-10,0.399248050633262,0.00329470391859069,121.178734265154,1.04751259463204e-49,180,34.1958528391449,5.26379619326088,6.22766965539223e-06,0.31909040952874,0.00399422396091853,79.887961378951,4.89297733128576e-43,0.0968049527532128,70.0551736654658,-126.110347330932,-113.781946521077,TRUE,0.381767862243578,1.12682110620663,163.367902099534,0.561550931467209,163.390302748496,0.391668870188296,1,TRUE,0,1.49698114663987,1.78354472359132,9.5819532151983,7.5,7.65816982868977,243,6,20,64,15.6137353778055,1.49698114663987,9.5819083827279,0.748480345336293,17.2401297521301,0.748490566025289,0.667500771153739,-2.80690866947727,0,2.2426657935577,8.46057548594906,0,10.7032412795068,NA,1.49698114663987,0.533320219114453,16.9734696425728,1.49698114663987,17.5067898616873,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,41.9584853829522,FALSE,-126.110347330932,TRUE,15.6137353778055,24,TRUE,1,0.85,TRUE,9.5869834161611e-23,0.75,TRUE,8.11816332434635,TRUE,8.46057548594906,TRUE,3.66384911464492e-13,0.05,TRUE,5.66504838201797e-08,TRUE,15.6137353778055,1.49698114663987,9.5819083827279,0.748480345336293,0.667500771153739,2.2426657935577,8.46057548594906,0,10.7032412795068,1.49698114663987,17.2401297521301,0.748490566025289,-2.80690866947727,0,0.533320219114453,16.9734696425728,1.49698114663987,17.5067898616873,0,NA
244,WT,2000,SCV099,24,1.49361111689359e-18,1.308534153,1.308534153,244,1.308534153,0.4,TRUE,1.308534153,0.1,TRUE,1c_3a_8,double_sigmoidal,0.377744305537073,0.0564914856502887,6.68674759016792,5.13300127232505e-08,95.6901088855077,265.703994389875,0.360138014128229,0.720638632343241,0.25277487200963,0.0318845250790221,7.92782302333678,9.90528992983083e-10,4.40194475650874,-12.0125527582954,32.0251055165908,39.0699059793651,TRUE,0.781916645541787,23.6781797910854,0.18532605396118,1,TRUE,0.494291324896528,3.98708787022949,6.06659692823112,244,2,20,24,NA,0.494291324896528,6.06659692823112,0.247145662448264,0.492695736463652,1.00323848638173,5.56497768504025,0,6.56821617142199,0.494291324896528,0.0769719726069166,0.0280870582308013,2.74047826491513,0.0093890263365254,0.83558826459276,0.0369043910816015,22.6419740335274,2.8134713896747e-23,23.5193168194414,4.86824956083273,4.83116498559665,2.37388711254973e-05,0.302053546043246,0.0103616999814361,29.1509642804174,3.98864877354429e-27,180,119.705349620347,1.50369219563604,0.141149246479091,0.317551963165933,0.0120568053145184,26.3379854681362,1.43969683098293e-25,0.357262405858465,41.9810674005782,-69.9621348011564,-57.6337339913014,TRUE,0.817488563945517,0.546562113426626,154.12493281405,0.346039595114998,66.665270347686,0.476782764566597,1,TRUE,0.0769719726069166,1.09339578206563,0.979971534143391,7.24928510503791,7.5,7.62124711598239,244,3,20,51,13.7493762018048,1.09339578206563,7.24534250727839,0.546697933077439,14.8708955837352,0.58877823710452,0.268391689332385,-1.89461179467646,0.0841608301856737,4.0738809192841,5.20840204763634,0,9.28228296692043,NA,1.09339578206563,0.532686936033932,14.6045521157182,1.09339578206563,15.1372390517521,0.0841608301856737,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,32.0251055165908,FALSE,-69.9621348011564,TRUE,13.7493762018048,24,TRUE,1,0.85,TRUE,0.0769719726069166,0.75,TRUE,5.56497768504025,TRUE,5.20840204763634,TRUE,1.54612343372213e-11,0.05,TRUE,0.000899481174600552,TRUE,13.7493762018048,1.09339578206563,7.24534250727839,0.546697933077439,0.268391689332385,4.0738809192841,5.20840204763634,0,9.28228296692043,1.09339578206563,14.8708955837352,0.58877823710452,-1.89461179467646,0.0841608301856737,0.532686936033932,14.6045521157182,1.09339578206563,15.1372390517521,0.0841608301856737,NA
245,WT,2000,SCV099,24,3.04985726252198e-18,0.271152559,0.271152559,245,0.271152559,0.4,FALSE,0.271152559,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,WT,2000,SCV099,24,2.08750773686916e-17,0.345817877,0.345817877,246,0.345817877,0.4,FALSE,0.345817877,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,WT,2000,SCV099,24,1.85445773862828e-15,2.573041878,2.573041878,247,2.573041878,0.4,TRUE,2.573041878,0.1,TRUE,1c_6_8,sigmoidal,0.891094292011239,0.00849958644651753,104.839723393406,1.93891997371502e-50,37.8041183054684,3.8615890245711,9.78978292742252,3.55119051135515e-12,0.292224788424328,0.00308939020648438,94.5897956855601,1.16896539295067e-48,0.0861778067654352,72.5553113860693,-137.110622772139,-130.065822309364,TRUE,0.557246337644756,38.8812116685486,0.170987699220423,1,TRUE,2.29282293059168,1.57517159606118,7.01339492218387,247,2,20,21,NA,2.29282293059168,7.01339492218387,1.14641146529584,0.902897388766444,2.53940587171725,5.74369198632524,0,8.28309785804249,2.29282293059168,0.891154537622114,0.0110461206540189,80.6757924826652,3.41004336621389e-43,0.965538450098457,0.009918679832614,97.3454599193364,3.37636236291986e-46,31.6538307835214,1.72051901347819,18.3978384054764,3.29677105581876e-20,0.299613338830188,0.00202177353748552,148.193322978605,6.2058222761561e-53,95.1624780826377,69.8388306136321,1.36260125272004,0.181244992052798,0.275956752795574,0.0101800380583251,27.1076346880551,5.21985938037086e-26,0.025193028378918,98.9969870085682,-183.993974017136,-171.665573207281,TRUE,0.334163951687515,0.823767856322229,42.5420121093583,0.527106443271041,126.219766469793,0.153505682717077,1,TRUE,0.891154537622114,2.48437086692254,1.31890961598006,7.19072013192452,3.96510325344324,6.62296206709378,247,4,20,138,11.9519740939067,2.48437086692254,7.18694143055907,1.24218485573399,13.8148580907838,2.34916461352889,0.821206033861192,-0.268649625186542,2.21395837119421,3.02527108238768,5.67430588936523,0,8.69957697175291,NA,2.48437086692254,1.00656196910964,13.311577106229,2.48437086692254,14.3181390753387,2.21395837119421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-137.110622772139,TRUE,-183.993974017136,TRUE,11.9519740939067,24,TRUE,0.999999999997603,0.85,TRUE,0.891154537622114,0.75,FALSE,5.74369198632524,TRUE,5.67430588936523,TRUE,3.65243051604076e-05,0.05,TRUE,0.000189433595722909,TRUE,NA,2.29282293059168,7.01339492218387,1.14641146529584,0.902897388766444,2.53940587171725,5.74369198632524,0,8.28309785804249,2.29282293059168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,WT,2000,SCV099,24,8.14937705174088e-17,2.897689533,2.897689533,248,2.897689533,0.4,TRUE,2.897689533,0.1,TRUE,1c_3a_8,double_sigmoidal,0.525038243992966,0.0548372880493394,9.57447500905893,6.66568538890171e-12,74.7591944945557,115.578946229211,0.646823638158948,0.521440719232988,0.350630030254654,0.0234846409113253,14.9301848633149,5.98744369406339e-18,3.52710562821736,-7.24882282459045,22.4976456491809,29.5424461119552,TRUE,1.1842006794177,41.8743874472636,-0.301287652873434,1,TRUE,1.52139782404312,3.11496643727316,8.41512072611169,248,2,20,22,NA,1.52139782404312,8.41512072611169,0.760698912021558,1.18477578990868,1.28412298512648,7.77305923354845,0,9.05718221867493,1.52139782404312,0.10130658947992,0.0207724801022208,4.87696168109888,2.06183648082758e-05,0.87065027355487,0.0165755512313077,52.5261731211928,2.33585684863656e-36,36.5202157944281,4.30303485624624,8.48708342239331,3.28439990296264e-10,0.377592308983866,0.00374352148542377,100.865538091368,9.11453275103876e-47,39.5584965014111,5.82466660148083,6.79154691726974,5.38211320955931e-08,0.373549881713971,0.00608621255761552,61.3764107279753,7.83548685346637e-39,0.093668373146757,70.7633311760375,-127.526662352075,-115.19826154222,TRUE,0.346241240389645,0.717648701369762,58.2414635812328,0.665095009349752,142.24054930649,0.209135704727378,1,TRUE,0.10130658947992,2.52287418458353,1.52167565810117,9.0622154156128,1.6482706875588,8.96519716113531,248,6,20,28,13.6986002604724,2.52287418458353,9.06004243249253,1.26144210849229,18.0294225075682,1.38922898115354,0.961338829478612,-0.935822619256103,0.255583779327091,2.62433400921903,7.74787542788302,0,10.372209437102,NA,2.52287418458353,2.42277794808886,16.8180335335237,2.52287418458353,19.2408114816126,0.255583779327091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,22.4976456491809,FALSE,-127.526662352075,TRUE,13.6986002604724,24,TRUE,1,0.85,TRUE,0.101354333910102,0.75,TRUE,7.77305923354845,TRUE,7.74787542788302,TRUE,6.28290229012454e-12,0.05,TRUE,2.59299800824883e-06,TRUE,13.6986002604724,2.52287418458353,9.06004243249253,1.26144210849229,0.961338829478612,2.62433400921903,7.74787542788302,0,10.372209437102,2.52287418458353,18.0294225075682,1.38922898115354,-0.935822619256103,0.255583779327091,2.42277794808886,16.8180335335237,2.52287418458353,19.2408114816126,0.255583779327091,NA
249,WT,2000,SCV099,24,2.676904683467e-17,0.277561926,0.277561926,249,0.277561926,0.4,FALSE,0.277561926,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,WT,2000,SCV099,24,1.53349327389151e-17,3.36291734023679e-15,3.34758240749788e-15,250,3.36291734023679e-15,0.4,FALSE,3.34758240749788e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,WT,2000,SCV099,24,3.57535628601909e-17,0.259806836,0.259806836,251,0.259806836,0.4,FALSE,0.259806836,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,WT,2000,SCV099,24,6.5229514753446e-17,0.343306319,0.343306319,252,0.343306319,0.4,FALSE,0.343306319,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
