Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_warning_reachMaximum_cor,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_startDeclinePoint_cor
487,WT,2000,SCV098,24,2.26505242982022e-15,0.402147397,0.402147396999998,487,0.402147397,0.4,TRUE,0.402147396999998,0.1,TRUE,1c_3a_8,double_sigmoidal,0.684074998130016,0.0560192087166968,12.2114362876769,4.50352452638853e-15,180,286.287148432004,0.628739365304593,0.533093906873498,0.383242696406483,0.0151869379771482,25.2350208437771,3.48890838945975e-26,3.6272236903646,-7.85060637965706,23.7012127593141,30.7460132220884,TRUE,0.353796834032983,15.3087044360768,-0.257211525172461,1,TRUE,0.275098979850766,7.5,9.1978247137556,487,3,20,27,NA,0.275098979850766,9.1978247137556,0.137549489925383,0.515810587220187,0.533333333333333,8.93115804708893,0,9.46449138042227,0.275098979850766,0,0.0275784946893614,0,1,0.86451693065929,0.0113081324278089,76.4509025852294,2.46648490527637e-42,180,36.1542451784632,4.97866845543286,1.50669749203453e-05,0.385834986761515,0.0021021644760774,183.541769044388,2.29008584657825e-56,180,41.6061385037738,4.32628468954583,0.000110391846092432,0.497424558243143,0.00309889209057978,160.516902074534,3.2444032834522e-54,0.102973509649474,68.727041061164,-123.454082122328,-111.125681312473,TRUE,0.192277826601639,1.02660888265818,69.0915758980182,0.440442628792953,98.0123673328338,0.380022021057084,1,TRUE,0,0.347663233327063,7.5,9.26003968227636,7.5,11.9381893978354,487,6,20,50,15.2319071534666,0.347663233327063,9.26003999312601,0.173831819296645,21.1982290830372,0.17383161475656,0.651868562461892,-0.651868562465824,0,0.533333333354893,8.99337332644856,0,9.52670665980346,NA,0.347663233327063,0.533333333351676,20.9315624163613,0.347663233327063,21.464895749713,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,23.7012127593141,FALSE,-123.454082122328,TRUE,15.2319071534666,24,TRUE,1,0.85,TRUE,7.4825154834481e-10,0.75,TRUE,8.93115804708893,TRUE,8.99337332644856,TRUE,3.02172605740197e-31,0.05,TRUE,2.39484683699331e-31,TRUE,15.2319071534666,0.347663233327063,9.26003999312601,0.173831819296645,21.1982290830372,0.17383161475656,0.651868562461892,-0.651868562465824,0,0.533333333354893,8.99337332644856,0,9.52670665980346,0.347663233327063,0.533333333351676,20.9315624163613,0.347663233327063,21.464895749713,0,NA
488,WT,2000,SCV098,24,1.79331578566287e-15,0.203404865,0.203404864999998,488,0.203404865,0.4,FALSE,0.203404864999998,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,WT,2000,SCV098,24,0.166540119,1.062025406,0.895485287,489,1.062025406,0.4,TRUE,0.895485287,0.1,TRUE,1c_3a_8,double_sigmoidal,0.602258176794864,0.0562109037066934,10.7142589263006,2.54460200312874e-13,83.5971182266973,131.130283759597,0.637511914333667,0.527423999756854,0.267717828625109,0.0211214278569236,12.6751766234096,1.36745304967353e-15,4.24101576944836,-11.2118148299783,30.4236296599567,37.468430122731,TRUE,1.32789550004527,82.6384124230593,0.213522073514759,1,TRUE,0.705853455295246,3.48321325944572,6.42522788700263,489,4,20,20,NA,0.705853455295246,6.42522788700263,0.352926727647623,0.614659528677495,1.14836494410811,5.85104541494857,0,6.99941035905668,0.705853455295246,0.220341736737612,0.0109957475604719,20.0388136891854,1.8506668976148e-21,0.933786004002632,0.00953709570713407,97.9109398371801,2.72725392474849e-46,53.8525983334918,5.09455849359853,10.5706114477161,9.89315508937071e-13,0.285613789546735,0.00201333912613784,141.860745583693,3.11425656196502e-52,180,33.6609026060182,5.34745018892684,4.80140750521683e-06,0.410237226134498,0.00276764842868259,148.225916949203,6.15561265511139e-53,0.0518418852772559,83.4819180575307,-152.963836115061,-140.635435305206,TRUE,0.753852264489979,0.56238665599376,102.374394289232,0.626972027886659,44.2342725359439,0.319061144161969,1,TRUE,0.220341736737612,1.00273174679088,2.24385826389549,6.85473094912163,7.5,9.84569342722796,489,2,20,39,14.3094760803679,1.00273174679088,6.85473088618641,0.501365873427671,16.7004103817478,0.611858242232502,0.562497018851323,-1.46585277183327,0.220943654569842,1.78264366420743,5.96340905408269,0,7.74605271829013,NA,1.00273174679088,0.533333297342879,16.4337437330764,1.00273174679088,16.9670770304193,0.220943654569842,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,30.4236296599567,FALSE,-152.963836115061,TRUE,14.3094760803679,24,TRUE,1,0.85,TRUE,0.220341736737612,0.75,TRUE,5.85104541494857,TRUE,5.96340905408269,TRUE,1.3459018722644e-10,0.05,TRUE,2.09547204549828e-07,TRUE,14.3094760803679,1.00273174679088,6.85473088618641,0.501365873427671,16.7004103817478,0.611858242232502,0.562497018851323,-1.46585277183327,0.220943654569842,1.78264366420743,5.96340905408269,0,7.74605271829013,1.00273174679088,0.533333297342879,16.4337437330764,1.00273174679088,16.9670770304193,0.220943654569842,NA
490,WT,2000,SCV098,24,7.45244503486902e-18,0.182614087,0.182614087,490,0.182614087,0.4,FALSE,0.182614087,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,WT,2000,SCV098,24,4.49219897389412e-17,4.27518368154522e-15,4.23026169180628e-15,491,4.27518368154522e-15,0.4,FALSE,4.23026169180628e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,WT,2000,SCV098,24,2.02036257140022e-15,0.465363038,0.465363037999998,492,0.465363038,0.4,TRUE,0.465363037999998,0.1,TRUE,1c_3a_8,double_sigmoidal,0.681727054300615,0.0368094633878704,18.5204290298147,3.14797702868514e-21,180,193.333102651093,0.931035593655395,0.357420634575057,0.279840964897764,0.0108146583793993,25.876079953744,1.3534939790197e-26,1.83693675278315,6.77730897523223,-5.55461795046445,1.4901825123098,TRUE,0.653506222274154,157.991057687895,0.61454364316538,1,TRUE,0.317250573076126,7.5,6.71618315754634,492,3,20,28,NA,0.317250573076126,6.71618315754634,0.158625286538063,0.594844824517736,0.533333333333333,6.44951649087967,0,6.98284982421301,0.317250573076126,0.539031482379136,0.0272255095722821,19.7987656006232,2.78537904867478e-21,0.947801588210757,0.02742777004254,34.5562758744416,9.16760434917298e-30,180,73.2200963579199,2.45834147936805,0.0187613040701047,0.2847418627263,0.00340884576045655,83.5302864181699,9.4843203821116e-44,180,136.5650477266,1.3180532134427,0.195588117016264,0.289782112887888,0.00844734655151443,34.3045133901765,1.192038370709e-29,0.327353232177575,43.8608281727149,-73.7216563454298,-61.3932555355749,TRUE,0.0291961652692407,0.8361661830917,127.42594605658,0.464906746556517,81.6044769507647,0.176417954408098,1,TRUE,0.539031482379136,0.441071826510983,7.5,6.8338047054312,7.5,6.9547707093093,492,2,20,56,10.3111900600859,0.441071826510983,6.83380421706517,0.220535509374139,13.7885739416821,0.339412275063717,0.827009674668477,-0.38122542378588,0.237751600479888,0.533333333358881,6.56713755038573,0,7.10047088374461,NA,0.441071826510983,0.533333333364702,13.5219072749997,0.441071826510983,14.0552406083644,0.237751600479888,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-5.55461795046445,FALSE,-73.7216563454298,TRUE,10.3111900600859,24,TRUE,1,0.85,TRUE,0.539031482379136,0.75,TRUE,6.44951649087967,TRUE,6.56713755038573,TRUE,4.22078061695714e-23,0.05,TRUE,2.42874412616865e-23,TRUE,10.3111900600859,0.441071826510983,6.83380421706517,0.220535509374139,13.7885739416821,0.339412275063717,0.827009674668477,-0.38122542378588,0.237751600479888,0.533333333358881,6.56713755038573,0,7.10047088374461,0.441071826510983,0.533333333364702,13.5219072749997,0.441071826510983,14.0552406083644,0.237751600479888,NA
493,WT,2000,SCV098,24,1.79993784826308e-15,4.52929284736361e-15,2.72935499910053e-15,493,4.52929284736361e-15,0.4,FALSE,2.72935499910053e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,WT,2000,SCV098,24,3.04655143991113e-17,0.186629072,0.186629072,494,0.186629072,0.4,FALSE,0.186629072,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,WT,2000,SCV098,24,4.47156948968768e-17,0.203398367,0.203398367,495,0.203398367,0.4,FALSE,0.203398367,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,WT,2000,SCV098,24,9.11489350255579e-18,0.264419232,0.264419232,496,0.264419232,0.4,FALSE,0.264419232,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,WT,2000,SCV098,24,5.56419156026095e-17,0.273149125,0.273149125,497,0.273149125,0.4,FALSE,0.273149125,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,WT,2000,SCV098,24,2.05138802154139e-15,1.829540926,1.829540926,498,1.829540926,0.4,TRUE,1.829540926,0.1,TRUE,1c_3a_8,double_sigmoidal,0.719324837986658,0.0579692262457145,12.4087362308003,2.70334969335181e-15,134.653887946141,259.999323445477,0.51790091667057,0.607380218534407,0.233366153241137,0.0150266852991533,15.5301151648053,1.55306918439545e-18,4.81256043538618,-13.9299834774429,35.8599669548857,42.90476741766,TRUE,0.557193229626864,14.1569567122636,0.47825863275677,1,TRUE,1.31603423018491,5.61057866442253,5.6007876777873,498,4,20,25,NA,1.31603423018491,5.6007876777873,0.658017115092455,1.8459283933813,0.712938938966236,5.24431820830418,0,5.95725714727041,1.31603423018491,0.046670647729366,0.0313726690182208,1.4876212062882,0.145324370564753,0.920236309309684,0.0149950315842971,61.3694145381704,7.86829064958674e-39,78.0436893972256,17.786155063158,4.38788985703178,9.16938132251427e-05,0.241630079256858,0.00336003690667209,71.912924163734,2.33867269306803e-41,180,56.9444562991676,3.16097495170274,0.00313242738603454,0.600176752243275,0.00462533654872474,129.758504256031,8.38353356666998e-51,0.212470508640509,53.1539153466282,-92.3078306932563,-79.9794298834014,TRUE,0.708610245957971,0.651880297623575,63.4804253834626,0.824530238395091,174.001655108379,0.13888247494353,1,TRUE,0.046670647729366,1.68360998947326,3.25182039155107,5.79912190216458,7.5,14.4042420538386,498,3,20,58,15.7691141833498,1.68360998947326,5.79910047640071,0.841775669308134,20.2033674847119,0.881081959664495,1.36869932205648,-3.00944028823746,0.0785751687323482,1.23008023920376,5.18406035679883,0,6.41414059600259,NA,1.68360998947326,0.533333333448836,19.9367008179875,1.68360998947326,20.4700341514364,0.0785751687323482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,35.8599669548857,FALSE,-92.3078306932563,TRUE,15.7691141833498,24,TRUE,1,0.85,TRUE,0.046670647729776,0.75,TRUE,5.24431820830418,TRUE,5.18406035679883,TRUE,2.96582220131286e-14,0.05,TRUE,1.08753990138995e-08,TRUE,15.7691141833498,1.68360998947326,5.79910047640071,0.841775669308134,20.2033674847119,0.881081959664495,1.36869932205648,-3.00944028823746,0.0785751687323482,1.23008023920376,5.18406035679883,0,6.41414059600259,1.68360998947326,0.533333333448836,19.9367008179875,1.68360998947326,20.4700341514364,0.0785751687323482,NA
499,WT,2000,SCV098,24,1.55639690579847e-17,0.292131017,0.292131017,499,0.292131017,0.4,FALSE,0.292131017,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,WT,2000,SCV098,24,2.9583601047489e-15,3.438477823,3.438477823,500,3.438477823,0.4,TRUE,3.438477823,0.1,TRUE,1c_3a_8,double_sigmoidal,0.414142222260717,0.0630172842449371,6.57188305118036,7.434198733966e-08,110.025268163686,369.938579606067,0.297414960831736,0.767688909988681,0.188885609326105,0.0310804272774589,6.07731700854366,3.67973571158075e-07,5.99926436637396,-18.6687468466905,45.3374936933811,52.3822941561553,TRUE,0.693848269153386,167.289286964287,0.195839246714022,1,TRUE,1.42401884681141,4.58438617348694,4.53325462382652,500,3,20,25,NA,1.42401884681141,4.53325462382652,0.712009423405707,1.63206307802677,0.872526844080754,4.09699120178615,0,4.9695180458669,1.42401884681141,0.112892719308512,0.00469701810279905,24.0349764122128,3.54322052614036e-24,0.983688393628068,0.00716027303726722,137.381408293824,1.01852210781257e-51,47.7713918987265,2.4165396081838,19.7685118575938,2.93352078807709e-21,0.218509744437661,0.00122011475277293,179.089502803779,5.67566007328981e-56,180,15.1380542491677,11.8905638094074,3.34266515318035e-14,0.29115012157518,0.00156214556000703,186.378356171797,1.29918307263633e-56,0.0175069622309814,106.822313220718,-199.644626441437,-187.316225631582,TRUE,0.880252545699477,0.82858826816082,123.656305776921,0.373795511298813,129.249869102077,0.374897138457745,1,TRUE,0.112892719308512,3.38239072623261,1.99047466244694,5.24423386650385,7.5,6.98760291780432,500,1,20,59,10.6265804578213,3.38239072623261,5.24419373137529,1.69117541722294,12.2318485884464,1.88209346192991,1.68318813931756,-5.62616947013169,0.381847286848292,2.00951435387608,4.23943655443725,0,6.24895090831333,NA,3.38239072623261,0.533319064652008,11.9651890561204,3.38239072623261,12.4985081207724,0.381847286848292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,45.3374936933811,FALSE,-199.644626441437,TRUE,10.6265804578213,24,TRUE,1,0.85,TRUE,0.112892719308512,0.75,TRUE,4.09699120178615,TRUE,4.23943655443725,TRUE,1.3425342587002e-09,0.05,TRUE,9.90453242588325e-05,TRUE,10.6265804578213,3.38239072623261,5.24419373137529,1.69117541722294,12.2318485884464,1.88209346192991,1.68318813931756,-5.62616947013169,0.381847286848292,2.00951435387608,4.23943655443725,0,6.24895090831333,3.38239072623261,0.533319064652008,11.9651890561204,3.38239072623261,12.4985081207724,0.381847286848292,NA
501,WT,2000,SCV098,24,2.00385134956483e-15,4.01296627539042e-15,2.0091149258256e-15,501,4.01296627539042e-15,0.4,FALSE,2.0091149258256e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
