Cell,Mutation,MOI,dataSet,SCALING_timeRange,SCALING_intensityMin,SCALING_intensityMax,SCALING_intensityRange,DEC_dataInputName,DEC_intensityMaximum,DEC_threshold_minimum_for_intensity_maximum,DEC_test_minimum_for_intensity_maximum,DEC_intensityRange,DEC_threshold_intensity_range,DEC_test_intensity_range,DEC_decisonSteps,DEC_decision,SM_maximum_N_Estimate,SM_maximum_Std_Error,SM_maximum_t_value,SM_maximum_Pr_t,SM_slopeParam_N_Estimate,SM_slopeParam_Std_Error,SM_slopeParam_t_value,SM_slopeParam_Pr_t,SM_midPoint_N_Estimate,SM_midPoint_Std_Error,SM_midPoint_t_value,SM_midPoint_Pr_t,SM_residual_Sum_of_Squares,SM_log_likelihood,SM_AIC_value,SM_BIC_value,SM_isThisaFit,SM_startVector_maximum,SM_startVector_slopeParam,SM_startVector_midPoint,SM_model,SM_additionalParameters,SM_maximum_Estimate,SM_slopeParam_Estimate,SM_midPoint_Estimate,SM_dataInputName,SM_betterFit,SM_correctFit,SM_totalFit,SM_maximum_x,SM_maximum_y,SM_midPoint_x,SM_midPoint_y,SM_slope,SM_incrementTime,SM_startPoint_x,SM_startPoint_y,SM_reachMaximum_x,SM_reachMaximum_y,DSM_finalAsymptoteIntensityRatio_N_Estimate,DSM_finalAsymptoteIntensityRatio_Std_Error,DSM_finalAsymptoteIntensityRatio_t_value,DSM_finalAsymptoteIntensityRatio_Pr_t,DSM_maximum_N_Estimate,DSM_maximum_Std_Error,DSM_maximum_t_value,DSM_maximum_Pr_t,DSM_slope1Param_N_Estimate,DSM_slope1Param_Std_Error,DSM_slope1Param_t_value,DSM_slope1Param_Pr_t,DSM_midPoint1Param_N_Estimate,DSM_midPoint1Param_Std_Error,DSM_midPoint1Param_t_value,DSM_midPoint1Param_Pr_t,DSM_slope2Param_N_Estimate,DSM_slope2Param_Std_Error,DSM_slope2Param_t_value,DSM_slope2Param_Pr_t,DSM_midPointDistanceParam_N_Estimate,DSM_midPointDistanceParam_Std_Error,DSM_midPointDistanceParam_t_value,DSM_midPointDistanceParam_Pr_t,DSM_residual_Sum_of_Squares,DSM_log_likelihood,DSM_AIC_value,DSM_BIC_value,DSM_isThisaFit,DSM_startVector_finalAsymptoteIntensityRatio,DSM_startVector_maximum,DSM_startVector_slope1Param,DSM_startVector_midPoint1Param,DSM_startVector_slope2Param,DSM_startVector_midPointDistanceParam,DSM_model,DSM_additionalParameters,DSM_finalAsymptoteIntensityRatio_Estimate,DSM_maximum_Estimate,DSM_slope1Param_Estimate,DSM_midPoint1Param_Estimate,DSM_slope2Param_Estimate,DSM_midPointDistanceParam_Estimate,DSM_dataInputName,DSM_betterFit,DSM_correctFit,DSM_totalFit,DSM_maximum_x,DSM_maximum_y,DSM_midPoint1_x,DSM_midPoint1_y,DSM_midPoint2_x,DSM_midPoint2_y,DSM_slope1,DSM_slope2,DSM_finalAsymptoteIntensity,DSM_incrementTime,DSM_startPoint_x,DSM_startPoint_y,DSM_reachMaximum_x,DSM_warning_reachMaximum_cor,DSM_reachMaximum_y,DSM_decrementTime,DSM_startDeclinePoint_x,DSM_startDeclinePoint_y,DSM_endDeclinePoint_x,DSM_endDeclinePoint_y,DEC_test_name,DEC_test_sm_modelCheck,DEC_test_dsm_modelCheck,DEC_test_dataScalingParameters,DEC_test_sigmoidalFit,DEC_test_doublesigmoidalFit,DEC_test_sigmoidalAdditionalParameters,DEC_test_doublesigmoidalAdditionalParameters,DEC_threshold_AIC,DEC_sigmoidalAIC,DEC_test_sigmoidalAIC,DEC_doublesigmoidalAIC,DEC_test_doublesigmoidalAIC,DEC_dsm_maximum_x,DEC_timeRange,DEC_test_dsm_maximum_x,DEC_sm_tmax_IntensityRatio,DEC_threshold_sm_tmax_IntensityRatio,DEC_test_sm_tmax_IntensityRatio,DEC_dsm_tmax_IntensityRatio,DEC_threshold_dsm_tmax_IntensityRatio,DEC_test_dsm_tmax_IntensityRatio,DEC_sm_startPoint_x,DEC_test_sm_startPoint_x,DEC_dsm_startPoint_x,DEC_test_dsm_startPoint_x,DEC_sm_startIntensity,DEC_threshold_t0_max_int,DEC_test_sm_startIntensity,DEC_dsm_startIntensity,DEC_test_dsm_startIntensity,COMB_maximum_x,COMB_maximum_y,COMB_midPoint1_x,COMB_midPoint1_y,COMB_midPoint2_x,COMB_midPoint2_y,COMB_slope1,COMB_slope2,COMB_finalAsymptoteIntensity,COMB_incrementTime,COMB_startPoint_x,COMB_startPoint_y,COMB_reachMaximum_x,COMB_reachMaximum_y,COMB_decrementTime,COMB_startDeclinePoint_x,COMB_startDeclinePoint_y,COMB_endDeclinePoint_x,COMB_endDeclinePoint_y,DSM_warning_startDeclinePoint_cor
475,WT,2000,SCV098,24,4.33983612107113e-17,3.79890845579769e-15,3.75551009458698e-15,475,3.79890845579769e-15,0.4,FALSE,3.75551009458698e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,WT,2000,SCV098,24,0.21671136,1.466914619,1.250203259,476,1.466914619,0.4,TRUE,1.250203259,0.1,TRUE,1c_6_8,sigmoidal,0.828319177973961,0.0132432995053266,62.5462844543234,1.6035319434406e-41,44.0601916311154,8.5395633644895,5.15953682296371,7.11204272848976e-06,0.237685461929751,0.00501892669580922,47.3578269489803,9.41522885428123e-37,0.232204852988498,51.2443547224639,-94.4887094449278,-87.4439089821535,TRUE,0.904019040428102,20.7874156658142,0.00512578337453307,1,TRUE,1.25227869579525,1.83584131796314,5.70445108631401,476,3,20,23,NA,1.25227869579525,5.70445108631401,0.626139347897623,0.574746242836478,2.17883755031616,4.61503231115593,0,6.79386986147209,1.25227869579525,0.868428527637173,0.0231412739418626,37.5272567024146,4.70740023572946e-31,0.896730582172127,0.0169257644582974,52.9802115810804,1.70573333489583e-36,33.7902262203745,4.34477947440838,7.77720167833735,2.6814371063008e-09,0.24462106509346,0.00437595098726411,55.9012351384675,2.39827304239435e-37,180,518.188282625379,0.34736408760159,0.730286031093235,0.384913695411581,0.0175449846407147,21.938673831515,8.35663040270812e-23,0.131371407800255,63.490571614673,-112.981143229346,-100.652742419491,TRUE,0.717938552610576,0.97245308412239,28.3126917231036,0.246215632893145,47.1293386435532,0.425181864004116,1,TRUE,0.868428527637173,1.33780685627656,1.4079260925156,5.87090556224305,7.5,9.23792868987794,476,4,20,75,13.4610586412775,1.33780685627656,5.87086699873081,0.668903428264516,15.1088453628319,1.24979677198289,0.470896078194616,-0.330040222997393,1.16178963845917,2.84098109588346,4.45037645078908,0,7.29135754667254,NA,1.33780685627656,0.533320503236911,14.8421851112135,1.33780685627656,15.3755056144504,1.16178963845917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-94.4887094449278,TRUE,-112.981143229346,TRUE,13.4610586412775,24,TRUE,0.999999999999997,0.85,TRUE,0.868428527637173,0.75,FALSE,4.61503231115593,TRUE,4.45037645078908,TRUE,3.54449256272643e-05,0.05,TRUE,0.000343955072965247,TRUE,NA,1.25227869579525,5.70445108631401,0.626139347897623,NA,NA,0.574746242836478,NA,NA,2.17883755031616,4.61503231115593,0,6.79386986147209,1.25227869579525,NA,NA,NA,NA,NA,NA
477,WT,2000,SCV098,24,3.92277105245739e-17,0.965265532,0.965265532,477,0.965265532,0.4,TRUE,0.965265532,0.1,TRUE,1c_6_8,sigmoidal,0.897718091789113,0.00993811263090581,90.3308430010508,7.31962593485319e-48,32.1935409706383,2.88751635241643,11.1492151182787,7.65054422462582e-14,0.494423626924122,0.00320173793819142,154.423515124854,3.77266008594948e-57,0.0762724661047804,75.1804758528278,-142.360951705656,-135.316151242881,TRUE,0.599809398595244,19.4261089971988,0.768911648860667,1,TRUE,0.866536331456843,1.34139754044326,11.8661670461789,477,2,20,23,NA,0.866536331456843,11.8661670461789,0.433268165728422,0.290592425930234,2.98196461481375,10.3751847387721,0,13.3571493535858,0.866536331456843,0.823045250859933,3.41604480028534,0.240935145461554,0.810935523999858,0.89311821914475,0.050224981208421,17.782350488864,1.0249816654278e-19,31.1483622813506,4.02748241403445,7.73395364131419,3.05279501074675e-09,0.495692003155422,0.00758623502557599,65.3409763188541,7.89256120175705e-40,0.01,1.32504310344731,0.00754692430305354,0.994019028180048,0.0428252743971271,0.0460867582075041,0.929231650538486,0.358792079969242,0.0747756343852947,75.6066041570753,-137.213208314151,-124.884807504296,TRUE,0.623422285774723,1.11279413178563,12.4856323622493,0.727415777125861,157.470092928014,0.104910506948363,1,TRUE,0.823045250859933,0.862096232941649,1.29784842838961,11.8966080757301,0.000416666666666667,1.02780658553105,477,2,20,217,14.978432870447,0.862096232941649,11.8941995125408,0.438525130334254,2653.9116046647,0.787143315325461,0.284923010569297,-2.42606240652421e-05,0.709544210306864,3.02571642500589,10.3813413000379,0,13.4070577250438,NA,0.862096232941649,6288.05022593567,14.978432870447,0.862096232941649,5797.93671763253,0.709544210306864,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-142.360951705656,TRUE,-137.213208314151,TRUE,14.978432870447,24,TRUE,0.999999914631936,0.85,TRUE,1.00289662439088,0.75,FALSE,10.3751847387721,TRUE,10.3813413000379,TRUE,1.05928801316706e-07,0.05,TRUE,1.73489854101455e-07,TRUE,NA,0.866536331456843,11.8661670461789,0.433268165728422,NA,NA,0.290592425930234,NA,NA,2.98196461481375,10.3751847387721,0,13.3571493535858,0.866536331456843,NA,NA,NA,NA,NA,TRUE
478,WT,2000,SCV098,24,8.60464998520911e-17,3.85651949917641e-15,3.77047299932431e-15,478,3.85651949917641e-15,0.4,FALSE,3.77047299932431e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,WT,2000,SCV098,24,2.22963977458496e-15,1.173451372,1.173451372,479,1.173451372,0.4,TRUE,1.173451372,0.1,TRUE,1c_6_8,sigmoidal,0.902751182772193,0.0094657254637798,95.3705224418913,8.42601151945042e-49,72.1791099124908,11.503467963028,6.27455217369869,1.94335197780841e-07,0.281687901378679,0.00252969486208233,111.352521444743,1.75422118465402e-51,0.11664884721249,66.0460695643494,-124.092139128699,-117.047338665925,TRUE,1.31371758710593,20.8441141209332,-0.190549219311215,1,TRUE,1.05933461399865,3.00746291302045,6.76050963308829,479,3,20,26,NA,1.05933461399865,6.76050963308829,0.529667306999326,0.796477391019946,1.33002471374875,6.09549727621392,0,7.42552198996267,1.05933461399865,0.955834900040209,0.0205921406185284,46.4174617756917,2.11899529454399e-34,0.92547530102076,0.0145764041796121,63.4913308945712,2.26296031279084e-39,67.3167751232269,10.1281824927413,6.6464812587522,8.42325665919713e-08,0.282970598264286,0.00256612053802521,110.271748373149,3.40153669388678e-48,180,1050.25500956179,0.171386947323492,0.864853420861571,0.356515062723573,0.0456832110474333,7.80407188000423,2.47407035341679e-09,0.103891397101822,68.5362430176535,-123.072486035307,-110.744085225452,TRUE,0.46735713025555,1.28602869529277,62.0732039429504,0.39525231098989,43.1642115593213,0.217422305461951,1,TRUE,0.955834900040209,1.08600026173492,2.80486563013445,6.79129435834287,7.5,8.55636150536575,479,3,20,315,12.9233042462167,1.08600026173492,6.79128372278783,0.54299205697065,15.3476527129002,1.06201889114966,0.761521237382934,-0.0899312106265408,1.03803695161904,1.42609320452717,6.07823712052425,0,7.50433032505142,NA,1.08600026173492,0.533333308667002,15.0809860585667,1.08600026173492,15.6143193672337,1.03803695161904,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-124.092139128699,TRUE,-123.072486035307,TRUE,12.9233042462167,24,TRUE,1,0.85,TRUE,0.955834900040209,0.75,FALSE,6.09549727621392,TRUE,6.07823712052425,TRUE,1.56662688820457e-09,0.05,TRUE,5.79560117027147e-09,TRUE,NA,1.05933461399865,6.76050963308829,0.529667306999326,NA,NA,0.796477391019946,NA,NA,1.33002471374875,6.09549727621392,0,7.42552198996267,1.05933461399865,NA,NA,NA,NA,NA,NA
480,WT,2000,SCV098,24,3.6590115679428e-17,3.83621803807303e-15,3.79962792239361e-15,480,3.83621803807303e-15,0.4,FALSE,3.79962792239361e-15,0.1,FALSE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,WT,2000,SCV098,24,4.95659021195024e-17,1.877062317,1.877062317,481,1.877062317,0.4,TRUE,1.877062317,0.1,TRUE,1c_6_8,sigmoidal,0.888824216687904,0.00888920971291832,99.989115499909,1.28065061305008e-49,30.299682577621,2.48110088510266,12.2121928856461,4.4946773029217e-15,0.452272353638074,0.00310499951513416,145.659395898016,3.88942125398636e-56,0.0663380015311784,78.180781526652,-148.361563053304,-141.31676259053,TRUE,1.25975007545203,100.057901704551,0.202517997729592,1,TRUE,1.66837844358191,1.26248677406754,10.8545364873138,481,5,20,23,NA,1.66837844358191,10.8545364873138,0.834189221790953,0.526576429790386,3.16835002327399,9.27036147567678,0,12.4387114989508,1.66837844358191,0.810226147866441,0.167489787358658,4.8374659771431,2.32832865563493e-05,0.917590148787895,0.00892533678664453,102.807341697283,4.51218721265376e-47,27.9184989775719,1.79046385138906,15.5928861428352,7.57411766947168e-18,0.456579922387982,0.00284691746545598,160.376943809593,3.35067396358666e-54,19.0112030408051,14.979804888683,1.26912220700336,0.212323121687433,0.491621679484263,0.101319473223923,4.85219340212857,2.22519083454506e-05,0.032286718158424,93.6630812803005,-173.326162560601,-160.997761750746,TRUE,0.121504407841712,1.21700136987492,159.543159064737,0.438812247286551,126.929234997679,0.279507172647864,1,TRUE,0.810226147866441,1.72237389074018,1.16327079073216,10.9579181373116,0.792133460033546,11.7989203076223,481,5,20,89,15.9352907617028,1.72237389074018,10.9451445315076,0.861186940555834,22.7758122963131,1.55894302210437,0.504559251871909,-0.0652156702381686,1.39551236268015,3.41362066863345,9.23833419719086,0,12.6519548658243,NA,1.72237389074018,5.01200902890865,20.2698077818588,1.72237389074018,25.2818168107674,1.39551236268015,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-148.361563053304,TRUE,-173.326162560601,TRUE,15.9352907617028,24,TRUE,0.99999993799023,0.85,TRUE,0.862225984187188,0.75,FALSE,9.27036147567678,TRUE,9.23833419719086,TRUE,1.86573084186973e-06,0.05,TRUE,5.05171920742795e-06,TRUE,NA,1.66837844358191,10.8545364873138,0.834189221790953,NA,NA,0.526576429790386,NA,NA,3.16835002327399,9.27036147567678,0,12.4387114989508,1.66837844358191,NA,NA,NA,NA,NA,NA
482,WT,2000,SCV098,24,3.29537528799847e-17,0.675895158,0.675895158,482,0.675895158,0.4,TRUE,0.675895158,0.1,TRUE,1c_6_8,sigmoidal,0.931906989529095,0.0117235655713471,79.4900650196999,1.18406181007491e-45,19.5844541368702,1.5288241032206,12.8101421841884,9.71465035536674e-16,0.460171210551965,0.00461809218831272,99.6453062839557,1.46903555769634e-49,0.0958636486901056,70.2652566600945,-132.530513320189,-125.485712857415,TRUE,0.98463403377682,162.285635989795,0.528823297608178,1,TRUE,0.629871421929072,0.816018922369592,11.0441090532472,482,3,20,22,NA,0.629871421929072,11.0441090532472,0.314935710964536,0.128496749738491,4.90184711450639,8.59318549599396,0,13.4950326105004,0.629871421929072,0.87752944066748,0.403926771825783,2.17249635794373,0.0362974951542722,0.940298287207576,0.0130127717227344,72.2596466950077,1.95980616040417e-41,19.1273075140729,1.50377350868937,12.7195401458717,4.45329317823251e-15,0.461905072520975,0.00479851927834473,96.2599180554529,5.10453734311585e-46,68.819573673096,229.849354210319,0.299411646856854,0.766301481158229,0.524528507685433,0.11610443394565,4.51773020082052,6.1889942951837e-05,0.08813614800794,72.0722048177132,-130.144409635426,-117.816008825571,TRUE,0.409891705727205,0.396034892275929,77.6020548583218,0.959029105075169,171.582295255312,0.450941854263656,1,TRUE,0.87752944066748,0.635543059399294,0.796971146419702,11.0857217405034,2.867482236379,12.5886841844504,482,6,20,144,20.5867573632108,0.635543059399294,11.0840726131045,0.317771518523028,23.6748285693755,0.596625685331313,0.126710579307724,-0.0558307001574665,0.557707745434762,5.01570636699434,8.5762194296073,0,13.5919257966016,NA,0.635543059399294,1.3941310738537,22.9777630324487,0.635543059399294,24.3718941063024,0.557707745434762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-132.530513320189,TRUE,-130.144409635426,TRUE,20.5867573632108,24,TRUE,0.99997438359997,0.85,TRUE,0.912110689608312,0.75,FALSE,8.59318549599396,TRUE,8.5762194296073,TRUE,7.67802243473178e-05,0.05,TRUE,9.25497701805539e-05,TRUE,NA,0.629871421929072,11.0441090532472,0.314935710964536,NA,NA,0.128496749738491,NA,NA,4.90184711450639,8.59318549599396,0,13.4950326105004,0.629871421929072,NA,NA,NA,NA,NA,NA
483,WT,2000,SCV098,24,2.63173396233469e-18,0.445136344,0.445136344,483,0.445136344,0.4,TRUE,0.445136344,0.1,TRUE,1c_8_9,double_sigmoidal,0.807706205615172,0.0314959322834966,25.6447784540862,1.90011696778702e-26,89.4199655322956,58.7442181540133,1.52219177209675,0.135828141888125,0.316191002555637,0.00824587148263552,38.345371161979,3.65839634345561e-33,1.2429418337053,15.1756037081847,-22.3512074163693,-15.3064069535951,TRUE,1.31487186988816,146.179994869954,0.710559539741371,1,TRUE,0.35953938739365,3.72583189717898,7.58858406133529,483,3,20,25,NA,0.35953938739365,7.58858406133529,0.179769693696825,0.334895829460863,1.07358574149,7.05179119059029,0,8.12537693208029,0.35953938739365,0.496255298852176,0.0165187289407005,30.0419784496526,1.36817188840994e-27,0.949522607442217,0.0080821882762265,117.483356609646,3.28514492218878e-49,61.9405453552834,5.44447726137805,11.3767662865775,1.21697294738142e-13,0.323986219545094,0.00162508211829189,199.366060273701,1.07710389698012e-57,43.3998362668331,7.18885889647193,6.03709669251297,5.59298647429184e-07,0.497474670811748,0.0047884941806267,103.889584501205,3.06677276562618e-47,0.0408294299268433,88.6160164806685,-163.232032961337,-150.903632151482,TRUE,0.656055148690939,1.48687004065141,55.9423196083331,0.302752869788092,169.053162667493,0.485295580441598,1,TRUE,0.496255298852176,0.422667022022176,2.58085605647014,7.77566926908225,1.80832651111805,11.939392099482,483,5,20,52,12.7756685338733,0.422667022022176,7.77566470630125,0.211333542405556,19.7150492485015,0.316210694988023,0.272712331957544,-0.0962561162119272,0.209750749328574,1.54986398667141,7.00073271296555,0,8.55059669963696,NA,0.422667022022176,2.21197655871367,18.6090609691446,0.422667022022176,20.8210375278583,0.209750749328574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-22.3512074163693,TRUE,-163.232032961337,TRUE,12.7756685338733,24,TRUE,1,0.85,TRUE,0.496472501660539,0.75,TRUE,7.05179119059029,TRUE,7.00073271296555,TRUE,1.8905846361754e-13,0.05,TRUE,8.14010636449282e-10,TRUE,12.7756685338733,0.422667022022176,7.77566470630125,0.211333542405556,19.7150492485015,0.316210694988023,0.272712331957544,-0.0962561162119272,0.209750749328574,1.54986398667141,7.00073271296555,0,8.55059669963696,0.422667022022176,2.21197655871367,18.6090609691446,0.422667022022176,20.8210375278583,0.209750749328574,NA
484,WT,2000,SCV098,24,4.17095137760043e-17,0.172433668,0.172433668,484,0.172433668,0.4,FALSE,0.172433668,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,WT,2000,SCV098,24,2.1062004333362e-17,0.235288649,0.235288649,485,0.235288649,0.4,FALSE,0.235288649,0.1,TRUE,1a_1b_1c,no_signal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,WT,2000,SCV098,24,2.24953822838217e-15,2.726509258,2.726509258,486,2.726509258,0.4,TRUE,2.726509258,0.1,TRUE,1c_6_8,sigmoidal,0.927855024920696,0.00679217782822459,136.606409370649,5.03961703697192e-55,33.6129643023378,2.34685079225647,14.3225825916352,2.44302932927427e-17,0.354232578833145,0.00237931468667008,148.880087538527,1.62421468655921e-56,0.0484700823034558,84.9278289782069,-161.855657956414,-154.810857493639,TRUE,0.562004892155528,10.7732985604554,0.622814344398212,1,TRUE,2.5298053155281,1.40054017926407,8.50158189199548,486,4,20,27,NA,2.5298053155281,8.50158189199548,1.26490265776405,0.885773497528233,2.85604087567258,7.07356145415919,0,9.92960232983177,2.5298053155281,0.883470545152645,0.0346101385419503,25.5263510165326,4.32188424800715e-25,0.942045035108157,0.00572704888353295,164.490482666707,1.3144087736141e-54,32.5087768073623,1.60580707619774,20.2445096233709,1.3079469074775e-21,0.355700354331999,0.00174605569514494,203.716499605972,4.84943386657341e-58,55.270805272483,43.5970486844823,1.26776483592927,0.21280226536372,0.584771111803808,0.0186576042307317,31.3422401167995,3.02256653195396e-28,0.0233363077616204,100.642960011495,-187.28592002299,-174.957519213135,TRUE,0.664091386599466,0.856864541675895,144.799401256412,0.917656009797938,109.115186695703,0.541650328666437,1,TRUE,0.883470545152645,2.56849450967533,1.35453236697343,8.53680850396798,2.30295021968679,14.0345066832914,486,4,20,124,17.2284862105548,2.56849450967533,8.53678375406635,1.28424144827933,22.5713449564335,2.41883857833862,0.869787883678308,-0.172323388573462,2.26918924468444,2.95301251934349,7.0602774943946,0,10.0132900137381,NA,2.56849450967533,1.73688126416627,21.7029043243503,2.56849450967533,23.4397855885166,2.26918924468444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-10,-161.855657956414,TRUE,-187.28592002299,TRUE,17.2284862105548,24,TRUE,0.999999999625772,0.85,TRUE,0.887655083729138,0.75,FALSE,7.07356145415919,TRUE,7.0602774943946,TRUE,1.70617503423183e-05,0.05,TRUE,2.44211557405318e-05,TRUE,NA,2.5298053155281,8.50158189199548,1.26490265776405,NA,NA,0.885773497528233,NA,NA,2.85604087567258,7.07356145415919,0,9.92960232983177,2.5298053155281,NA,NA,NA,NA,NA,NA
